OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS,SHAPE
3837161,04092022003,POSH NOSH CATERING,1053 E WHITAKER MILL RD ,SUITE 135,RALEIGH,NC,27604,(919) 839-6004,2017/02/15 05:00:00+00,Food Stand,18402,-78.62124482,35.80871499,M,
3837162,04092017528,Kathmandu Kitchen,1275 NW MAYNARD RD ,,CARY,NC,27513,(919) 535-3026,2017/03/01 05:00:00+00,Restaurant,18409,-78.81100001,35.78581026,M,
3837163,04092017529,MCDONALDS #30839,4431 New Bern Ave ,,RALEIGH,NC,27610,(919) 231-3242,2017/03/02 05:00:00+00,Restaurant,18410,-78.56000658,35.80046199,M,
3837164,04092017531,MAR-Y-SOL,4020 CAPITAL BLVD ,SUITE 108,RALEIGH,NC,27604,(919) 431-0505,2017/03/06 05:00:00+00,Restaurant,18413,-78.57967665,35.83551025,M,
3837165,04092022008,KINGS WOK,8320 Litchford  RD ,SUITE 160,RALEIGH,NC,27615,(919) 878-5252,2017/03/09 05:00:00+00,Food Stand,18421,-78.59988047,35.89223606,M,
3837166,04092017534,YUMMY HIBACHI,"7110 KNIGHTDALE BLVD, STE P",,KNIGHTDALE,NC,27545,(919) 373-0325,2017/03/09 05:00:00+00,Restaurant,18422,-78.48999269,35.79638583,M,
3837167,04092017536,MCDONALDS #29233 BRIER CREEK WALMART,10050 GLENWOOD AVE ,,RALEIGH,NC,27617,(919) 957-8404,2017/03/13 04:00:00+00,Restaurant,18426,-78.77801283,35.91234265,M,
3837168,04092021995,H Mart Produce Department,1961 High House RD ,,RALEIGH,NC,27519,(919) 535-5900,2016/12/22 05:00:00+00,Food Stand,18305,-78.84951877,35.79029684,M,
3837169,04092021999,PREMIER CAKES COMMISSARY AND CATERING,203 CAPCOM AVE ,SUITE 115,RALEIGH,NC,27587,(919) 274-8511,2017/01/13 05:00:00+00,Food Stand,18329,-78.52684695,35.94870363,M,
3837170,04092017502,The Cardinal at North Hills Independent Living Clubhouse Kitchen,4030 Cardinal at North Hills ST ,,RALEIGH,NC,27609,(984) 204-8444,2017/01/11 05:00:00+00,Restaurant,18335,-78.63634089,35.83591391,T,
3837171,04092017548,ZEERA INDIAN RESTAURANT,1311 E BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 762-6215,2017/03/09 05:00:00+00,Restaurant,18433,-78.77604193,35.59548914,M,
3837172,04092017547,POTBELLY SANDWICH SHOP,9662 CHAPEL HILL RD ,SUITE 120,MORRISVILLE,NC,27560,(919) 377-1058,2017/03/09 05:00:00+00,Restaurant,18434,-78.81492334,35.8087155,M,
3837173,04092017546,ABBEY ROAD TAVERN & GRILL APEX,1700 CENTER ST ,,APEX,NC,27502,(919) 372-5383,2017/03/08 05:00:00+00,Restaurant,18435,-78.82753575,35.72521503,M,
3837174,04092017477,HARRIS TEETER #283 STARBUCKS,8101 FAYETTEVILLE RD ,,FUQUAY VARINA,NC,27526,(919) 772-0241,2016/12/09 05:00:00+00,Restaurant,18285,-78.70124301,35.66364619,M,
3837175,04092017521,MCDONALDS #13159,1725 New Hope Church Rd,,RALEIGH,NC,27609,(919) 713-0903,2017/02/22 05:00:00+00,Restaurant,18391,-78.60826682,35.83722866,M,
3837176,04092017545,BREWERY BHAVANA,218 S BLOUNT ST ,,RALEIGH,NC,27601,(919) 829-9998,2017/03/06 05:00:00+00,Restaurant,18436,-78.63692223,35.77740551,M,
3837177,04092017543,Kardia,4420 Lake Boone TRL ,,RALEIGH,NC,27607,,2017/02/22 05:00:00+00,Restaurant,18438,-78.70241812,35.81817357,M,
3837178,04092017544,FIRST WATCH BRADFORD,1325 BRADFORD VIEW DR ,,CARY,NC,27513,(919) 655-8005,2017/03/06 05:00:00+00,Restaurant,18437,-78.84569125,35.79250659,M,
3837179,04092017542,AMERICAN DELI,1601-11 CROSS LINK RD ,,RALEIGH,NC,27610,(919) 516-5111,2017/03/01 05:00:00+00,Restaurant,18439,-78.6148089,35.7548246,M,
3837180,04092017541,RISE BISCUITS & DONUTS,169 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 586-7343,2017/03/03 05:00:00+00,Restaurant,18440,-78.84947984,35.66266429,M,
3837181,04092017539,HAMPTON INN RALEIGH/CARY BREAKFAST,201 ASHVILLE AVE ,,CARY,NC,27518,(919) 859-5559,2017/02/28 05:00:00+00,Restaurant,18442,-78.78426784,35.73925293,M,
3837182,04092017538,PIZZERIA FAULISI,215 E CHATHAM ST ,SUITE 101,CARY,NC,27511,(919) 377-8244,2017/02/21 05:00:00+00,Restaurant,18443,-78.77734267,35.78786217,M,
3837183,04092017186,STARBUCKS #25115,180 CABELA DR ,,GARNER,NC,27529,(919) 819-5059,2016/03/29 04:00:00+00,Restaurant,18446,-78.58356058,35.69798885,M,
3837184,04092017552,STARBUCKS #29679,2815 ROGERS RD ,SUITE 100,WAKE FOREST,NC,27587,(919) 971-0664,2017/03/03 05:00:00+00,Restaurant,18447,-78.52502308,35.95329289,M,
3837185,04092017551,"RUCKUS PIZZA, PASTA & SPIRITS APEX",1055 PINE PLAZA DR ,,APEX,NC,27523,(919) 446-6333,2017/03/13 04:00:00+00,Restaurant,18448,-78.82904884,35.74743561,M,
3837186,04092017554,KIWI CAFE AND SMOOTHIES,11211 GALLERIA AVE ,UNIT 103,RALEIGH,NC,27614,(919) 570-5001,2017/03/15 04:00:00+00,Restaurant,18455,-78.54331275,35.94865663,M,
3837187,04092017555,NEW CHINA EXPRESS,3501 Capital BLVD ,STE 129,RALEIGH,NC,27604-3366,(919) 878-9288,2017/03/16 04:00:00+00,Restaurant,18457,-78.58692931,35.82783317,M,
3837188,04092017558,BURGER KING #8018,313 COLONADES WAY ,,CARY,NC,27511,(919) 233-8681,2017/03/21 04:00:00+00,Restaurant,18463,-78.77901268,35.73967601,M,
3837189,04092300281,INTERFOOD 3 HERMANOS MEAT MARKET,522  VILLAGE CT ,,GARNER,NC,27529,(919) 803-1047,2017/03/30 04:00:00+00,Meat Market,18471,-78.6185934,35.70775293,M,
3837190,04092022011,SPROUTS #540 DELI,9414 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 326-2530,2017/03/14 04:00:00+00,Food Stand,18499,-78.60286056,35.90143398,M,
3837191,04092022010,SPROUTS #540 PRODUCE,9414 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 326-2530,2017/03/14 04:00:00+00,Food Stand,18500,-78.60286056,35.90143398,M,
3837192,04092022009,LA BONITA DELI,836-110 E CHATHAM ST ,,CARY,NC,27511,(919) 650-3161,2017/03/02 05:00:00+00,Food Stand,18501,-78.76088327,35.79050976,M,
3837193,04092300283,LA BONITA MEAT MARKET,836-110 E CHATHAM ST ,,CARY,NC,27511,(919) 650-3161,2017/03/02 05:00:00+00,Meat Market,18502,-78.76088327,35.79050976,M,
3837194,04092017569,CHIPOTLE #2950,69 EAGLE WING WAY ,,GARNER,NC,27529,(919) 662-1439,2017/03/09 05:00:00+00,Restaurant,18505,-78.58457616,35.69767496,M,
3837195,04092017567,CITY BARBEQUE #43,9424 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 847-4306,2017/03/21 04:00:00+00,Restaurant,18507,-78.60286056,35.90143398,M,
3837196,04092300282,SPROUTS #540 MEAT MARKET,9414 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 326-2530,2017/03/14 04:00:00+00,Meat Market,18503,-78.60286056,35.90143398,M,
3837197,04092017563,SIR WALTER COFFEE,145 E DAVIE ST ,,RALEIGH,NC,27601,(919) 322-0019,2017/03/30 04:00:00+00,Restaurant,18511,-78.6375318,35.77583968,M,
3837198,04092017566,SEASONS 52 #4547,4325-2100 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 787-3052,2017/03/23 04:00:00+00,Restaurant,18508,-78.67900996,35.83931725,M,
3837199,04092017570,MICHELANGELOS PIZZA,928 US 64 HWY W ,,APEX,NC,27523,(919) 462-8880,2017/04/12 04:00:00+00,Restaurant,18514,-78.820808,35.74557219,M,
3837200,04092017571,PENN STATION #320,700 CARY TOWNE BLVD ,,CARY,NC,27511,(919) 234-1342,2017/04/17 04:00:00+00,Restaurant,18520,-78.76562102,35.77485801,M,
3837201,04092017572,PENN STATION #251,1013 MARKET CENTER DR ,,MORRISVILLE,NC,27560,(919) 388-3368,2017/04/19 04:00:00+00,Restaurant,18527,-78.81676084,35.80454792,M,
3837202,04092017575,CHINA STAR,6109-110 ROCK QUARRY RD ,,RALEIGH,NC,27610,(919) 977-4678,2017/04/20 04:00:00+00,Restaurant,18533,-78.54853184,35.72427852,M,
3837203,04092017573,BLUE FOX INDIAN CUISINE,2250 GATHERING PARK CIR ,,CARY,NC,27519,(919) 234-1387,2017/04/20 04:00:00+00,Restaurant,18532,-78.85752141,35.820416,M,
3837204,04092017576,MCDONALDS #1044,703 W PEACE ST ,,RALEIGH,NC,27605,(919) 833-9875,2017/04/21 04:00:00+00,Restaurant,18536,-78.64914873,35.78827767,M,
3837205,04092017574,COMFORT SUITES REGENCY PARK BREAKFAST,350 ASHVILLE AVE ,,CARY,NC,27518,(919) 852-4318,2017/04/20 04:00:00+00,Restaurant,18534,-78.78677093,35.73904811,M,
3837206,04092110515,BRYAN ROAD ELEMENTARY SCHOOL CAFETERIA,8317 BRYAN RD ,,GARNER,NC,27529,(919) 694-7844,2017/03/21 04:00:00+00,Public School Lunchrooms,18544,-78.59007099,35.66633552,M,
3837207,04092017584,IPHO SUSHI KITCHEN & BAR,4001 WIDEWATERS PKY ,H,KNIGHTDALE,NC,27545,(919) 266-8099,2017/04/04 04:00:00+00,Restaurant,18550,-78.5051576,35.79511649,M,
3837208,04092017582,HICKORY TAVERN #29,401 VILLAGE WALK DR ,,HOLLY SPRINGS,NC,27540,(919) 557-2064,2017/04/17 04:00:00+00,Restaurant,18552,-78.83773926,35.64081288,M,
3837209,04092017583,RICCI'S TRATTORIA,10110 GREENLEVEL CHURCH RD ,SUITE 108,CARY,NC,27519,(919) 380-8410,2017/04/12 04:00:00+00,Restaurant,18551,-78.90107972,35.82060442,M,
3837210,04092017579,CHIPOTLE #3024,1385 N MAIN ST ,SUITE 120,FUQUAY-VARINA,NC,27526,(919) 567-0206,2017/04/18 04:00:00+00,Restaurant,18555,-78.77436352,35.59278889,M,
3837211,04092017578,SOUTHERN CRAFT BUTCHERS,8460-116 HONEYCUTT RD ,,RALEIGH,NC,27615,(919) 239-4087,2017/04/18 04:00:00+00,Restaurant,18556,-78.62166264,35.89510631,M,
3837212,04092017577,ST. ROCH,223 S WILMINGTON ST ,,RALEIGH,NC,27601,(919) 322-0359,2017/04/20 04:00:00+00,Restaurant,18557,-78.63794415,35.77751166,M,
3837213,04092017585,MCALISTER'S DELI #100958,1061 PINE PLAZA DR ,,APEX,NC,27523,(919) 362-6518,2017/04/27 04:00:00+00,Restaurant,18572,-78.82939058,35.74657144,M,
3837214,04092017597,MARIO DELI & GRILL,2317 EAGLE ROCK RD ,,WENDELL,NC,27591,(919) 374-7446,2017/05/10 04:00:00+00,Restaurant,18607,-78.38972381,35.75231309,M,
3837215,04092017593,SUBWAY #5168,5410 Six Forks Rd,,RALEIGH,NC,27609,(919) 870-1782,2017/05/04 04:00:00+00,Restaurant,18584,-78.64059755,35.85499399,M,
3837216,04092017598,MCALISTERS DELI #100956,5505-104 CAPITAL BLVD ,,RALEIGH,NC,27616,(919) 900-7846,2017/05/12 04:00:00+00,Restaurant,18615,-78.58265898,35.86064464,M,
3837217,04092030332,CHICK-N-QUE III (WCID #600),2009 VILLAGE PARK DR ,,KNIGHTDALE ,NC,27545,(919) 369-7788,2017/04/27 04:00:00+00,Mobile Food Units,18620,-78.49335819,35.79721391,M,
3837218,04092030331,CURRY IN A HURRY (WCID #599),506 PERSHING RD ,,RALEIGH,NC,27608,(919) 606-4285,2017/04/28 04:00:00+00,Mobile Food Units,18621,-78.63364148,35.80442409,M,
3837219,04092030330,TORTAS Y TACOS EL JAROCHO (WCID #597),820 E WILLIAMS ST ,,APEX,NC,27539,(919) 210-6361,2017/04/28 04:00:00+00,Mobile Food Units,18623,-78.84679599,35.72230577,M,
3837220,04092017603,LA SANTA,222-107 GLENWOOD AVE ,,RALEIGH,NC,27603,(919) 720-4096,2017/04/28 04:00:00+00,Restaurant,18626,-78.64697296,35.78363334,M,
3837221,04092017601,WINGATE BY WYNDHAM,6115 CORPORATE RIDGE RD ,,RALEIGH,NC,27607,(919) 809-8660,2017/05/03 04:00:00+00,Restaurant,18628,-78.74356085,35.78961018,M,
3837222,04092160084,The Cardinal at North Hills Institutional Food Service,311 Garden at North Hills ST ,,RALEIGH,NC,27609,(984) 204-8444,2017/05/05 04:00:00+00,Institutional Food Service,18661,-78.63539131,35.83593291,M,
3837223,04092017606,FAIRFIELD INN & SUTIES RALEIGH CARY,1120 LEDSOME LN ,,CARY,NC,27511,(919) 301-8467,2017/05/01 04:00:00+00,Restaurant,18668,-78.74854727,35.76241093,M,
3837224,04092022014,HARRIS TEETER #298 STARBUCKS,10140 GREEN LEVEL CHURCH RD ,,CARY,NC,27519,(919) 460-3126,2017/05/16 04:00:00+00,Food Stand,18666,-78.90107972,35.82060442,M,
3837225,04092017608,MARISCOS NAYARIT,3351 CYPRESS PLANTATION TRL ,,RALEIGH,NC,27616,(919) 977-0168,2017/05/23 04:00:00+00,Restaurant,18669,-78.5823769,35.87315531,M,
3837226,04092017613,GONZA TACOS Y TEQUILA,525 NEW WAVERLY PL ,SUITE 104,CARY,NC,27518,(919) 653-7310,2017/05/02 04:00:00+00,Restaurant,18698,-78.77756452,35.73853427,M,
3837227,04092017619,STARBUCKS #29148,1101 PINE PLAZA DR ,,APEX,NC,27523,(919) 338-3360,2017/06/08 04:00:00+00,Restaurant,18707,-78.83026409,35.74675893,M,
3837228,04092017618,CORTEZ SEAFOOD AND COCKTAILS,413-100 GLENWOOD AVE ,,RALEIGH,NC,27603,(919) 342-8227,2017/05/22 04:00:00+00,Restaurant,18708,-78.64778556,35.78555892,M,
3837229,04092030335,HOT CHIX I (WCID # 602),1600 Olive Chapel RD ,Ste. 728,APEX,NC,27502,(919) 398-1933,2017/05/19 04:00:00+00,Mobile Food Units,18713,-78.89057874,35.73813869,M,
3837230,04092017616,BAD DADDY'S BURGER BAR,9402-103 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(984) 233-5880,2017/05/12 04:00:00+00,Restaurant,18710,-78.60286056,35.90143398,M,
3837231,04092030333,DON BELL'S GRILL HOUSE (WCID # 606),4820 LANDOVER ARBOR PL ,,RALEIGH,NC,27616,(919) 266-4858,2017/06/05 04:00:00+00,Mobile Food Units,18715,-78.5235856,35.85256424,M,
3837232,04092022016,CHILD CARE SERVICES ASSOCIATION,1305 GLENWOOD AVE ,,RALEIGH,NC,27605,(919) 754-3651,2017/05/30 04:00:00+00,Food Stand,18717,-78.64721663,35.79544092,M,
3837233,04092110516,ROGERS LANE ELEMENTARY SCHOOL,201 N ROGERS LN ,,RALEIGH,NC,27610,(919) 694-8670 ext. 26975,2017/06/01 04:00:00+00,Public School Lunchrooms,18720,-78.54771283,35.77787166,M,
3837234,04092110517,Green Level High School Cafeteria,7600 ROBERTS RD ,,CARY,NC,27519,(919) 694-8222 ext. 27984,2017/05/16 04:00:00+00,Public School Lunchrooms,18719,-78.89828098,35.77347151,M,
3837235,04092017623,PRO'S EPICUREAN MARKET & CAFE,211 E CHATHAM ST ,,CARY,NC,27511,(919) 377-1788,2017/06/20 04:00:00+00,Restaurant,18737,-78.77801935,35.78798892,M,
3837236,04092017625,PERSIS INDIAN GRILL,1116 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 378-1819,2017/05/30 04:00:00+00,Restaurant,18739,-78.88929615,35.84835999,M,
3837237,04092017626,NO. 1 PHO,5025 ARCO ST ,,CARY,NC,27519,(919) 297-2975,2017/06/01 04:00:00+00,Restaurant,18740,-78.88191823,35.83348308,M,
3837238,04092017630,COCO BONGO,2400 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(984) 242-0898,2017/06/14 04:00:00+00,Restaurant,18773,-78.66706688,35.78779193,M,
3837239,04092017633,CRISTO'S BISTRO,5217 SUNSET LAKE RD ,,HOLLY SPRINGS,NC,27540,,2017/06/30 04:00:00+00,Restaurant,18786,-78.79652369,35.66679612,M,
3837240,04092017629,TROPICAL SMOOTHIE CAFE NC-55,6679-101 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 879-2233,2017/06/14 04:00:00+00,Restaurant,18774,-78.62444739,35.87396657,M,
3837241,04092110519,RIVER BEND MIDDLE SCHOOL CAFETERIA,6620 PERRY CREEK RD ,,RALEIGH,NC,27616,(919) 694-8690 ext. 27458,2017/06/23 04:00:00+00,Public School Lunchrooms,18790,-78.53657217,35.86167324,M,
3837242,04092030341,THE HEIGHTS DOMINICAN KITCHEN (WCID # 609),8808 MIRANDA DR ,,RALEIGH,NC,27617,(352) 216-8444,2017/06/29 04:00:00+00,Mobile Food Units,18793,-78.74282368,35.91392724,M,
3837243,04092110518,HORTON'S CREEK ELEMENTARY SCHOOL CAFETERIA,7615 O'KELLY CHAPEL RD ,,CARY,NC,27519,(919) 694-8660 ext. 26852,2017/06/21 04:00:00+00,Public School Lunchrooms,18791,-78.90733972,35.84189059,M,
3837244,04092030338,454 GRILL (WCID #605),10125 DIVISION DR ,,RALEIGH,NC,27603,(919) 805-2992,2017/06/27 04:00:00+00,Mobile Food Units,18796,-78.71143305,35.63398146,M,
3837245,04092017639,41 NORTH COFFEE CO.,41 N MAIN ST ,,WENDELL,NC,27591,(919) 626-0271,2017/06/12 04:00:00+00,Restaurant,18798,-78.37014381,35.78245441,M,
3837246,04092017636,FULL BLOOM COFFEE AND CRAFT,141 W MAIN ST ,,GARNER,NC,27529,(919) 720-4013,2017/06/20 04:00:00+00,Restaurant,18801,-78.6064114,35.70708752,M,
3837247,04092017634,RESIDENCE INN DOWNTOWN RALEIGH,616 S SALISBURY ST ,,RALEIGH,NC,27601,(919) 856-0017,2017/06/27 04:00:00+00,Restaurant,18803,-78.64078597,35.77259808,M,
3837248,04092017640,NEW CHINA,949 N HARRISON AVE ,,CARY,NC,27513,(919) 380-9328,2017/07/11 04:00:00+00,Restaurant,18805,-78.78451819,35.80143568,M,
3837249,04092017641,Benny Capitale's,121-110 Fayetteville ST ,,RALEIGH,NC,27601,(919) 239-4173,2017/07/06 04:00:00+00,Restaurant,18810,-78.63865982,35.77888942,M,
3837250,04092022023,Hugo's Kitchen,9910 Sellona ST ,,RALEIGH,NC,27617,(919) 361-8399,2017/07/13 04:00:00+00,Food Stand,18814,-78.80849616,35.90144282,M,
3837251,04092022022,Harris Teeter #304 Deli/Bakery,4221 Corners PKY ,,RALEIGH,NC,27616,(919) 596-5399,2017/07/13 04:00:00+00,Food Stand,18815,-78.78791959,35.9189124,M,
3837252,04092022021,Harris Teeter #304 Produce,4221 Corners PKY ,,RALEIGH,NC,27616,(919) 596-5399,2017/07/13 04:00:00+00,Food Stand,18816,-78.78791959,35.9189124,M,
3837253,04092022020,Harris Teeter #304 Meat/Seafood,4221 Corners PKY ,,RALEIGH,NC,27616,(919) 596-5399,2017/07/13 04:00:00+00,Food Stand,18817,-78.78791959,35.9189124,M,
3837254,04092022019,Harris Teeter #304 Starbucks,4221 Corners PKY ,,RALEIGH,NC,27616,(919) 596-5399,2017/07/13 04:00:00+00,Food Stand,18818,-78.78791959,35.9189124,M,
3837255,04092017644,Mo Fu Shoppe,321 S Blount ST ,,RALEIGH,NC,27601,(919) 301-8465,2017/06/26 04:00:00+00,Restaurant,18821,-78.6362389,35.77586726,M,
3837256,04092017643,Texas Roadhouse #594,201 Grand Hill PL ,,HOLLY SPRINGS,NC,27540,(919) 577-1900,2017/07/13 04:00:00+00,Restaurant,18822,-78.8461585,35.66375337,M,
3837257,04092017642,Dan Sushi Hibachi,1313 N Main ST ,,FUQUAY-VARINA,NC,27526,(919) 577-8000,2017/07/13 04:00:00+00,Restaurant,18823,-78.77762736,35.59228296,M,
3837258,04092017647,SOUTHERN HARVEST AT THE MATTHEWS HOUSE,317 W CHATHAM ST ,,CARY,NC,27511,(919) 308-6665,2017/07/27 04:00:00+00,Restaurant,18836,-78.78723602,35.78648509,M,
3837259,04092017648,Panera Bread #601879,2410 Landmark DR ,,RALEIGH,NC,27607,,2017/07/19 04:00:00+00,Restaurant,18838,-78.69757128,35.81609474,M,
3837260,04092017650,CONNECTIONS CAFE,8000 PURFOY RD ,,FUQUAY-VARINA,NC,27526,,2017/07/25 04:00:00+00,Restaurant,18845,-78.77357778,35.57846771,M,
3837261,04092017649,JUICE VIBES,1369 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 337-8923,2017/07/07 04:00:00+00,Restaurant,18844,-78.78193785,35.75976468,M,
3837262,04092017655,THAI LOTUS,3450 KILDAIRE FARM RD ,SUITE 150,CARY,NC,27518,(984) 229-7333,2017/06/29 04:00:00+00,Restaurant,18852,-78.79652285,35.70711427,M,
3837263,04092017654,HARRIS TEETER 138 STARBUCKS,98 CORNERSTONE DR ,,CARY,NC,27519,(919) 467-1259,2017/06/28 04:00:00+00,Restaurant,18853,-78.85187774,35.79044484,M,
3837264,04092017656,DAVID'S DUMPLING & NOODLE BAR,1900 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 239-4536,2017/08/02 04:00:00+00,Restaurant,18855,-78.66158647,35.78599033,M,
3837265,04092017657,ZAXBY'S #66201,1341 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 552-3981,2017/08/07 04:00:00+00,Restaurant,18858,-78.77669586,35.59242914,M,
3837266,04092110520,RISE SE Raleigh Charter School Cafeteria,3420  Idlewood Village DR ,,RALEIGH,NC,27610,(919) 446-4777,2017/08/17 04:00:00+00,Public School Lunchrooms,18876,-78.61938448,35.73686851,M,
3837267,04092030345,MR. PUEBLA TACOS (WCID #603),7700 Blaney Franks Rd.,,APEX,NC,27539,(919) 758-5330,2017/08/18 04:00:00+00,Mobile Food Units,18894,-78.72529187,35.68357995,M,
3837268,04092022028,PAPA MURPHY'S NC049,6106 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 790-7813,2017/08/09 04:00:00+00,Food Stand,18896,-78.61874148,35.8662804,M,
3837269,04092017665,ALADDIN'S EATERY,4209-136 LASSITER MILL RD ,,RALEIGH,NC,27609,(919) 977-9025,2017/08/11 04:00:00+00,Restaurant,18898,-78.64524988,35.83964841,M,
3837270,04092017664,SHEETZ #634,8101 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 890-5331,2017/08/08 04:00:00+00,Restaurant,18899,-78.72883394,35.87359573,M,
3837271,04092017663,CHIOS ROTISSERIE,2656 TIMBER DR ,,GARNER,NC,27529,(919) 773-1016,2017/08/07 04:00:00+00,Restaurant,18900,-78.63679232,35.71605085,M,
3837272,04092017662,CULVER'S OF WAKE FOREST,2819 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 435-1053,2017/08/14 04:00:00+00,Restaurant,18901,-78.52437516,35.95309447,M,
3837273,04092017668,WILD WING CAFE #119,7900 Brier Creek PKY,,RALEIGH,NC,27617,(919) 957-2000,2017/08/22 04:00:00+00,Restaurant,18915,-78.78114592,35.9142139,M,
3837274,04092017660,TASTE OF CHINA,14460 FALLS OF NEUSE RD ,SUITE 177,RALEIGH,NC,27614,(919) 488-3737,2017/08/11 04:00:00+00,Restaurant,18903,-78.54362149,35.94386897,M,
3837275,04092017669,FIRST CHINA RESTAURANT,6452 TRYON  RD ,,CARY,NC,27518,(919) 852-5857,2017/08/25 04:00:00+00,Restaurant,18923,-78.76155635,35.7455991,M,
3837276,04092017672,STONERIDGE,105 CONVENTION DR ,,CARY,NC,27511,(919) 460-0560,2017/08/29 04:00:00+00,Restaurant,18948,-78.75899685,35.77592909,M,
3837277,04092110521,BROOKS ELEMENTARY MAGNET SCHOOL CAFETERIA,700 NORTHBROOK DR ,,RALEIGH,NC,27609,(919) 881-1350 ext. 22568,2017/08/10 04:00:00+00,Public School Lunchrooms,18950,-78.65482646,35.84526541,M,
3837278,04092022030,AUNTIE ANNE'S NC #111,5959 TRIANGLE TOWN BLVD ,STE EU-2133,RALEIGH,NC,27616,(919) 792-2548,2017/08/30 04:00:00+00,Food Stand,18953,-78.576038,35.86600165,M,
3837279,04092017674,SERGIO'S PIZZA,7440 LOUISBURG RD ,STE 135,RALEIGH,NC,27616,(919) 876-3116,2017/08/31 04:00:00+00,Restaurant,18962,-78.53977075,35.87454257,M,
3837280,04092022031,CARVEL,5959 TRIANGLE TOWN BLVD ,,RALEIGH,NC,27616,(919) 449-0072,2017/08/30 04:00:00+00,Food Stand,18954,-78.576038,35.86600165,M,
3837281,04092017675,Shakey Ray's,5160 Sunset Lake RD ,,APEX,NC,27539,(919) 363-2378,2017/09/07 04:00:00+00,Restaurant,18967,-78.79955568,35.66756996,M,
3837282,04092022032,The Poolside Grill,275 CONVENTION DR ,,CARY,NC,27511,(919) 459-4045,2017/09/11 04:00:00+00,Food Stand,18973,-78.75428728,35.77648584,M,
3837283,04092017677,OAKWOOD PIZZA BOX,610 N PERSON ST ,,RALEIGH,NC,27604,,2017/09/01 04:00:00+00,Restaurant,18989,-78.63409388,35.78856375,M,
3837284,04092017678,El Patron,421 CHAPANOKE RD ,STE 103,RALEIGH,NC,27603,(919) 803-0509,2017/09/18 04:00:00+00,Restaurant,19009,-78.65333672,35.73464526,M,
3837285,04092017679,Firehouse Subs #1052,413 Village Walk DR ,,HOLLY SPRINGS,NC,27540,(984) 225-2550,2017/09/18 04:00:00+00,Restaurant,19085,-78.83773926,35.64081288,M,
3837286,04092017683,Wayback Burgers,6320-116 Capital BLVD ,,RALEIGH,NC,27616,(919) 977-4444,2017/09/19 04:00:00+00,Restaurant,19131,-78.57847149,35.87073431,M,
3837287,04092017685,JADE GARDEN CHINESE RESTAURANT,1207 HILLSBOROUGH ST ,,RALEIGH,NC,27603,(919) 594-1813,2017/09/26 04:00:00+00,Restaurant,19201,-78.65564997,35.78266992,M,
3837288,04092017686,THE PICKLED ONION,10750 WAKEFIELD COMMONS DR ,SUITE 107,RALEIGH,NC,27614,(919) 848-4161,2017/09/29 04:00:00+00,Restaurant,19178,-78.54122916,35.94195239,M,
3837289,04092017689,Taco Bell #2836,3224 S Wilmington ST ,,RALEIGH,NC,27603,(919) 779-1522,2017/09/27 04:00:00+00,Restaurant,19218,-78.65090865,35.7359326,M,
3837290,04092017687,Pho Sure,7451 Six Forks RD ,,RALEIGH,NC,27615,(919) 745-1168,2017/09/27 04:00:00+00,Restaurant,19214,-78.64725788,35.88068773,M,
3837291,04092017692,SPRING CAFE,2900 SPRING FOREST RD ,SUITE 104,RALEIGH,NC,27616-1895,(919) 977-3679,2017/10/06 04:00:00+00,Restaurant,19243,-78.59114223,35.85494991,M,
3837292,04092017695,Saltgrass Steakhouse,6601 Knightdale BLVD ,,KNIGHTDALE,NC,27545,(919) 217-7070,2017/10/10 04:00:00+00,Restaurant,19259,-78.50948151,35.79658408,M,
3837293,04092017710,Los Magueyes,325 N Main ST ,,HOLLY SPRINGS,NC,27540,(919) 552-6272,2017/10/19 04:00:00+00,Restaurant,19271,-78.83516526,35.65627312,M,
3837294,04092017699,THE WAKE ZONE ESPRESSO,6108 Old Jenks  RD ,,APEX,NC,27502,(919) 267-4622,2017/10/30 04:00:00+00,Restaurant,19270,-78.848894,35.75386935,M,
3837295,04092017700,Fairfield Inn &  Suites Kitchen,6408 Capital BLVD ,,RALEIGH,NC,27616,(919) 878-1120,2017/10/19 04:00:00+00,Restaurant,19272,-78.57841741,35.87180565,M,
