OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
2026976,04092018202,BREEZE THRU #30005,5016 Commons Hill DR ,,CARY,NC,27519,(919) 462-8316,2019/10/16 04:00:00+00,Restaurant,14646,-78.87216538,35.80199412,M
2026977,04092017645,Harris Teeter #304 Wine Bar,4221 Corners PKY ,,RALEIGH,NC,27616,(919) 596-5399,2017/07/13 04:00:00+00,Restaurant,14652,-78.78791806,35.91890974,M
2026978,04092018261,Sheetz #675,101 KUMAR CT,,RALEIGH,NC,27606,(919) 879-8486,2019/12/10 05:00:00+00,Restaurant,14647,-78.73642667,35.74608176,M
2026979,04092018342,The Dominican Restaurant,"3601 Capital BLVD, Ste 107",Ste 107,RALEIGH,NC,27604,(919) 977-0029,2020/04/08 04:00:00+00,Restaurant,14662,-78.58592881,35.82958159,M
2026980,04092014889,Sheetz #399,1600 Aviation PKY ,,MORRISVILLE,NC,27560,(919) 840-0466,2007/06/18 04:00:00+00,Restaurant,14665,-78.78941437,35.8696795,M
2026981,04092016744,McDonald's #5651,8305 Creedmoor  RD ,,RALEIGH,NC,27615,(919) 847-8111,2014/08/29 04:00:00+00,Restaurant,14681,-78.68140591,35.9003565,M
2026982,04092018137,NYC Bagels,263 GRANDE HEIGHTS DR,,CARY,NC,27513,(919) 651-0060,2019/07/15 04:00:00+00,Restaurant,14684,-78.7805746,35.804703,M
2026983,04092017138,CIRCLE K/SUBWAY #2724280 ,4402 TEN TEN RD ,,APEX,NC,27539,(919) 363-7650,2016/02/25 05:00:00+00,Restaurant,14689,-78.77213647,35.69447394,M
2026984,04092017003,LA CARRETA,1028-220 OBERLIN RD ,,RALEIGH,NC,27605,(919) 977-3271,2015/08/14 04:00:00+00,Restaurant,14696,-78.66016491,35.79725285,M
2026985,04092018485,Refuel 103,1205 NE Maynard RD ,,CARY,NC,27513-4175,(919) 466-0308,2020/11/17 05:00:00+00,Restaurant,14720,-78.76291117,35.79469038,M
2026986,04092016774,BENELUX COFFEE,402-118 OBERLIN ROAD,,RALEIGH,NC,27605,(919) 900-8294,2014/10/02 04:00:00+00,Restaurant,14708,-78.6629145,35.78942926,M
2026987,04092018716,Wine & Beer 101 Gastropub,1228 Heritage Link DR ,Suite 100,WAKE FOREST,NC,27587,(703) 627-0504,2021/10/04 04:00:00+00,Restaurant,14721,-78.50262454,35.94544167,M
2026988,04092018725,Yaba Mediterranean,9424  Falls of Neuse  RD ,Suite 100,RALEIGH,NC,27615,(919) 322-2807,2021/10/21 04:00:00+00,Restaurant,14722,-78.60286042,35.90143714,M
2026989,04092021264,Han-Dee Hugo's #90,3029 Western BLVD ,,RALEIGH,NC,27606,(919) 833-5062,2004/04/14 04:00:00+00,Food Stand,14727,-78.67875822,35.78167727,M
2026990,04092021598,Jimmy John's #1025,437 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 754-0101,2009/12/01 05:00:00+00,Food Stand,14733,-78.63936414,35.77440995,M
2026991,04092016705,El Tapatio,13200 Falls of Neuse Road,Suite 167,RALEIGH,NC,27614,(919) 554-9697,2014/06/19 04:00:00+00,Restaurant,14735,-78.55981965,35.9407555,M
2026992,04092015611,WAFFLE HOUSE #351,1724 WALNUT ST ,,CARY,NC,27511,(919) 467-5950,2010/04/28 04:00:00+00,Restaurant,14748,-78.7467946,35.76260482,M
2026993,04092015995,THE BIG EASY,231 GRANDE HEIGHTS DR ,,CARY,NC,27513,(919) 468-6007,2011/11/07 05:00:00+00,Restaurant,14754,-78.7805746,35.804703,M
2026994,04092030433,Wake The Truck Up (WCID #714),2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 961-4680,2019/07/29 04:00:00+00,Mobile Food Units,14738,-78.64171063,35.75324624,M
2026995,04092016710,Waffle House #2052,2320 Dixie Forest Road,,RALEIGH,NC,27615,(919) 862-1905,2014/07/03 04:00:00+00,Restaurant,14758,-78.60008588,35.8628339,M
2026996,04092015210,Moe's Southwest Grill #205,168 SHENSTONE BLVD ,,GARNER,NC,27529,(919) 779-0311,2008/07/21 04:00:00+00,Restaurant,14759,-78.58054205,35.69110315,M
2026997,04092022004,PUBLIX #1544 DELI,1441 KELLY RD ,,APEX,NC,27502,(919) 303-6200,2017/02/06 05:00:00+00,Food Stand,14768,-78.89379203,35.73782787,M
2026998,04092017839,Alpaca Peruvian Charcoal Chicken,8211-107 Brier Creek PKY ,,RALEIGH,NC,27615,(919) 278-7724,2018/04/16 04:00:00+00,Restaurant,14757,-78.78492872,35.90933401,M
2026999,04092018652,Pure Vegan Cafe,8369 Creedmoor  RD ,,RALEIGH,NC,27613,(919) 633-3476,2021/06/16 04:00:00+00,Restaurant,14774,-78.68223183,35.90105252,M
2027000,04092110500,Richland Creek Elementary School Cafeteria,840 Wallridge Drive,,WAKE FOREST,NC,27587,(919) 554-6333,2014/06/10 04:00:00+00,Public School Lunchrooms,14778,-78.51630037,36.00604489,M
2027001,04092014368,Firehouse Subs,1047 Beaver Creek Commons DR ,,APEX,NC,27502,(919) 367-0111,2005/08/15 04:00:00+00,Restaurant,14782,-78.87238568,35.74374477,M
2027002,04092110517,Green Level High School Cafeteria,7600 ROBERTS RD ,,CARY,NC,27519,(919) 694-8222 ext. 27984,2017/05/16 04:00:00+00,Public School Lunchrooms,14793,-78.89828034,35.77347438,M
2027003,04092025283,H Mart Thai Koon Nine,1961 HIGH HOUSE RD,,CARY,NC,27519,,2019/09/23 04:00:00+00,Restaurant,14794,-78.84865444,35.78921622,M
2027004,04092018222,Harris Teeter #136 Starbucks,9600 FALLS OF NEUSE RD,,RALEIGH,NC,27615,(919) 676-6614,2019/11/07 05:00:00+00,Restaurant,14798,-78.60015155,35.90522894,M
2027005,04092300271,PETRA SUPERMARKET,6089 CAPITAL BLVD ,,RALEIGH,NC,27616,(919) 876-8230,2015/10/05 04:00:00+00,Meat Market,14808,-78.58309511,35.86882022,M
2027006,04092014375,Hong Kong #1 Chinese Restaurant,2720 NC HWY 55 ,,CARY,NC,27519,(919) 363-2828,2005/09/02 04:00:00+00,Restaurant,14784,-78.87112496,35.7849366,M
2027007,04092016713,Red Lobster,4408 Old Wake Forest RD ,,RALEIGH,NC,27609-6233,(919) 872-5608,2014/07/18 04:00:00+00,Restaurant,14821,-78.61058275,35.84113884,M
2027008,04092017227,QUICKLY,4141 DAVIS DR ,,MORRISVILLE,NC,27560,(984) 465-0347,2016/05/19 04:00:00+00,Restaurant,14824,-78.85811603,35.8356265,M
2027009,04092018108,Bumble Tea,3221 AVENT FERRY RD,,RALEIGH,NC,27606,(919) 896-8114,2019/05/29 04:00:00+00,Restaurant,14826,-78.69565606,35.76673883,M
2027010,04092017846,Homewood Suites Cary Foodservice,555 Crossroads BLVD ,,CARY,NC,27518,(919) 745-8589,2018/05/01 04:00:00+00,Restaurant,14827,-78.73253485,35.75843966,M
2027011,04092021414,Fresh Market #8 Deli,3655 Cary PKWY ,,CARY,NC,27513,(919) 481-2865,2006/10/31 04:00:00+00,Food Stand,14811,-78.83706807,35.78166021,T
2027012,04092018344,Marco's Pizza #8407,325 CARPENTER HILL DR,102,CARY,NC,27519,(919) 230-2222,2020/04/08 04:00:00+00,Restaurant,14813,-78.90117657,35.82477065,M
2027013,04092021291,WalMart #5292 Deli,4431 New Bern AVE ,,RALEIGH,NC,27610,(919) 212-6442,2004/08/24 04:00:00+00,Food Stand,14842,-78.56000685,35.80046419,M
2027014,04092016125,PANERA BREAD #1649,7840 ALEXANDER PROMENADE PL ,Ste 100,RALEIGH,NC,27617,(919) 293-0900,2012/03/28 04:00:00+00,Restaurant,14847,-78.77695631,35.91424375,M
2027015,04092030418,Sadie's Fresh Cut Fries (WCID #708),2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 369-6742,2019/05/10 04:00:00+00,Mobile Food Units,14829,-78.64171063,35.75324624,M
2027016,04092021339,Harris Teeter #104 Deli,4093 Davis DR ,,MORRISVILLE,NC,27560,(919) 380-0354,2005/08/05 04:00:00+00,Food Stand,14848,-78.85811603,35.8356265,M
2027017,04092021348,Lowes Foods #224 Produce,8100 Brier Creek PKY ,,RALEIGH,NC,27616,(919) 293-0294,2005/08/15 04:00:00+00,Food Stand,14849,-78.78577668,35.91011447,M
2027018,04092021343,Lowes Foods #224 Beef Shop,8100 Brier Creek PKY ,,RALEIGH,NC,27616,(336) 659-0180,2005/08/15 04:00:00+00,Food Stand,14850,-78.78577668,35.91011447,M
2027019,04092017232,TAZZA KITCHEN - SCV,600 LEDGESTONE WAY ,,CARY,NC,27519,(919) 651-8281,2016/05/10 04:00:00+00,Restaurant,14854,-78.84859346,35.79156535,M
2027020,04092016414,GARLAND,14 W MARTIN ST ,,RALEIGH,NC,27601,(919) 833-6886,2013/04/22 04:00:00+00,Restaurant,14858,-78.63980199,35.77713519,M
2027021,04092015215,RALEIGH CONVENTION CENTER,500 S SALISBURY  ST ,,RALEIGH,NC,27601,(919) 996-8675,2008/09/02 04:00:00+00,Restaurant,14862,-78.64125822,35.77365136,M
2027022,04092014404,CHICK-FIL-A,1460 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 577-1030,2005/10/18 04:00:00+00,Restaurant,14853,-78.76924504,35.59378425,M
2027023,04092030331,CURRY IN A HURRY (WCID #599),506 PERSHING RD ,,RALEIGH,NC,27608,(919) 606-4285,2017/04/28 04:00:00+00,Mobile Food Units,14865,-78.63363931,35.80442156,M
2027024,04092016645,SHEETZ #536,4660 MILLBROOK GREEN DR ,,RALEIGH,NC,27604,(919) 307-8433,2014/03/06 05:00:00+00,Restaurant,14882,-78.58749866,35.84885672,M
2027025,04092016707,Hako Sushi,2603-155 GLENWOOD  AVE ,STE 155,RALEIGH,NC,27608,(919) 961-2807,2014/06/25 04:00:00+00,Restaurant,14859,-78.6604672,35.81647745,M
2027026,04092030365,Stavi's Sandwiches (WCID #639),509 Wheddon Cross WAY ,,WAKE FOREST,NC,27587,(757) 256-5677,2018/07/11 04:00:00+00,Mobile Food Units,14886,-78.50497251,36.00211361,M
2027027,04092014416,The Village Deli,1849 S Main ST ,,WAKE FOREST,NC,27587,(919) 453-1250,2005/10/31 04:00:00+00,Restaurant,14891,-78.52626448,35.95102854,M
2027028,04092025249,Chhote's,500-123 E Davie ST ,,RALEIGH,NC,27601,,2019/04/01 04:00:00+00,Food Stand,14861,-78.63247092,35.77531669,M
2027029,04092021361,KENNEDY THEATER KITCHEN,2 E South ST ,,RALEIGH,NC,27601,(919) 831-6011,2005/11/14 05:00:00+00,Food Stand,14892,-78.6395855,35.771311,M
2027030,04092018363,Kwench Juice Cafe ,9660-142 Falls of Neuse RD ,,RALEIGH,NC,27615,(919) 803-0104,2020/05/07 04:00:00+00,Restaurant,14884,-78.60229361,35.90546933,M
2027031,04092025203,Wicked Taco 4 @ MSFH,411 W. Morgan ST ,,RALEIGH,NC,27603,,2018/08/16 04:00:00+00,Food Stand,14901,-78.6456917,35.77945516,M
2027032,04092018304,Crab du Jour Cajun Seafood Restaurant & Bar,6320 PLANTATION CENTER DR,,RALEIGH,NC,27616,(919) 803-2016,2020/01/27 05:00:00+00,Restaurant,14914,-78.58237548,35.87315637,M
2027033,04092014443,Dominic's NY Pizzeria,5911 Poyner Village Pkwy,,RALEIGH,NC,27616,(919) 878-7782,2005/12/02 05:00:00+00,Restaurant,14893,-78.57019405,35.86437434,M
2027034,04092110485,LACY ELEMENTARY CAFETERIA,2001 LAKE BOONE  TRL ,,RALEIGH,NC,27607,(919) 881-4920 ext. 23387,2009/08/14 04:00:00+00,Public School Lunchrooms,14937,-78.68073671,35.81422342,M
2027035,04092018189,DUNKIN' DONUTS BASKIN ROBBINS #344346,3570 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 469-4788,2019/09/27 04:00:00+00,Restaurant,14941,-78.84694048,35.81804247,M
2027036,04092014976,Bruegger's Bagel Bakery #0701,8204-113 Tryon Woods DR ,,CARY,NC,27518,(919) 851-0906,2007/10/17 04:00:00+00,Restaurant,14929,-78.74169613,35.74700826,M
2027037,04092015975,LYNNWOOD GRILL,4821 GROVE BARTON  RD ,STE 101,RALEIGH,NC,27613,(919) 785-0043,2011/06/01 04:00:00+00,Restaurant,14951,-78.71709223,35.8704333,M
2027038,04092018565,Wendy's #10585,8050  Ten-Ten Rd,,RALEIGH,NC,27603,(919) 329-8224,2021/03/24 04:00:00+00,Restaurant,14962,-78.69876609,35.66389668,M
2027039,04092025254,Harris Teeter #498 Produce,1371 E Broad ST ,,FUQUAY-VARINA,NC,27526,(919) 567-7423,2019/04/18 04:00:00+00,Food Stand,14964,-78.77604319,35.59548799,M
2027040,04092014613,Fiesta Mexicana Restaurante,14460 New Falls Of Neuse Rd,,RALEIGH,NC,27614,(919) 453-1266,2006/05/22 04:00:00+00,Restaurant,14971,-78.54362008,35.94386602,M
2027041,04092018474,Seoul Garden,815 W CHATHAM ST ,,CARY,NC,27511,(919) 234-6002,2020/11/02 05:00:00+00,Restaurant,14981,-78.79538567,35.78006758,M
2027042,04092016343,PLAZA CAFE,411 FAYETTEVILLE ST ,STE 109,RALEIGH,NC,27601,(919) 758-8759,2013/07/25 04:00:00+00,Restaurant,14983,-78.63883977,35.77508557,M
2027043,04092025156,Juice-Keys #2,8490-102 Honeycutt RD ,,RALEIGH,NC,27615,(919) 710-1109,2017/12/01 05:00:00+00,Food Stand,14976,-78.62256915,35.89582329,M
2027044,04092016290,MCDONALDS #15717,4121 BLUE RIDGE RD ,,RALEIGH,NC,27612-4633,(919) 510-5255,2012/11/16 05:00:00+00,Restaurant,14998,-78.67578805,35.83619004,M
2027045,04092018005,Sheetz #659,1100 Avent Ferry RD ,,Holly Springs,NC,27540,(919) 552-8044,2018/12/17 05:00:00+00,Restaurant,15001,-78.8446495,35.63913787,M
2027046,04092014826,Jimmy John's #791,1904-103 NW Maynard RD ,,CARY,NC,27513,(919) 462-6252,2007/03/12 04:00:00+00,Restaurant,14987,-78.79592213,35.79878903,M
2027047,04092018703,Taco Addicts,131 CROSSROADS BLVD,,CARY,NC,27518,,2021/09/02 04:00:00+00,Restaurant,15006,-78.74226095,35.76176748,M
2027048,04092017950,Tru by Hilton Foodservice,350 Airgate DR ,,MORRISVILLE,NC,27560,(919) 813-7129,2018/08/17 04:00:00+00,Restaurant,15010,-78.81505656,35.86619026,M
2027049,04092018507,Spices Hut,10210 GREEN LEVEL CHURCH RD,,CARY,NC,27519,(919) 377-2226,2020/12/19 05:00:00+00,Restaurant,15015,-78.90165372,35.82321633,M
2027050,04092015002,BAAN THAI RESTAURANT,758 WILLIAMS ST ,,APEX,NC,27502,(919) 629-6399,2007/11/09 05:00:00+00,Restaurant,15003,-78.86464087,35.73807755,M
2027051,04092014908,Cisco Systems Building 10 Stillwater Cafe,7200-10 Kit Creek RD ,,RTP,NC,27709,(919) 699-9574 ext. 6109,2007/07/06 04:00:00+00,Restaurant,15014,0,0,U
2027052,04092018553,Lime & Lemon Indian Grill,105 FRIENDLY DR ,,RALEIGH,NC,27607,(919) 244-1205,2021/03/18 04:00:00+00,Restaurant,15023,-78.67588834,35.78901506,M
2027053,04092017152,ARBYS #6657,9221 FAIRBANKS RD ,,RALEIGH,NC,27613,(919) 329-2768,2016/02/22 05:00:00+00,Restaurant,15020,-78.72644123,35.89837825,M
2027054,04092110531,SE Raleigh Elementary Cafeteria,1436 ROCK QUARRY RD,,RALEIGH,NC,27610-4187,(919) 694-8444 ext. 27834,2019/05/17 04:00:00+00,Public School Lunchrooms,15030,-78.6160659,35.76040509,M
2027055,04092016123,PANERA BREAD #1644,4421 SIX FORKS RD,STE 119,RALEIGH,NC,27609-5771,(919) 781-1112,2012/03/27 04:00:00+00,Restaurant,15033,-78.64349886,35.84017418,M
2027056,04092016597,WINE AUTHORITIES,211 E FRANKLIN ST ,,RALEIGH,NC,27604,(919) 831-9463,2013/12/31 05:00:00+00,Restaurant,15034,-78.63482408,35.79035401,M
2027057,04092017625,PERSIS INDIAN GRILL,1116 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 378-1819,2017/05/30 04:00:00+00,Restaurant,15039,-78.88929435,35.84836238,M
2027058,04092021503,Harris Teeter #26 Pizza Bar,7400 Creedmoor RD ,,RALEIGH,NC,27613,(919) 848-1464,2008/01/25 05:00:00+00,Food Stand,15040,-78.67820041,35.88787167,M
2027059,04092021696,PULLEN PLACE CAFE & CATERING,520 ASHE AVE ,,RALEIGH,NC,27606,(919) 829-7180,2011/11/15 05:00:00+00,Food Stand,15041,-78.66378506,35.78166418,M
2027060,04092018219,BIG SERGIO'S PIZZA OF APEX,2127 TEN TEN RD ,,APEX,NC,27539,(919) 303-1770,2019/11/06 05:00:00+00,Restaurant,15053,-78.81811355,35.72082607,M
2027061,04092018125,Pizza Amore,103 N ARENDELL AVE,,ZEBULON,NC,27597-2601,(919) 646-0042,2019/07/02 04:00:00+00,Restaurant,15070,-78.31306375,35.82139737,M
2027062,04092025307,Primal Cuts @ MSFH,411 W MORGAN ST,,RALEIGH,NC,27603,(919) 414-2291,2020/01/27 05:00:00+00,Food Stand,15075,-78.6456917,35.77945516,M
2027063,04092014866,Hope Community Church,821 Buck Jones RD ,,RALEIGH,NC,27606,(919) 532-0620,2007/05/10 04:00:00+00,Restaurant,15083,-78.73723242,35.77077091,M
2027064,04092040244,PNC 306 PUSHCART (WCID #165),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300 ext. 5,2010/09/21 04:00:00+00,Pushcarts,15090,-78.7229363,35.8032419,M
2027065,04092160052,Brookdale Macarthur Park,111 Mac Arthur DR,,CARY,NC,27511,(919) 460-5959,2006/04/25 04:00:00+00,Institutional Food Service,15097,-78.83551891,35.7724564,M
2027066,04092016977,MCDONALDS #32242,7100 GB ALFORD HWY ,,HOLLY SPRINGS,NC,27540,(919) 552-4071,2015/07/14 04:00:00+00,Restaurant,15106,-78.83107956,35.63625053,M
2027067,04092030508,Tacos El Primo (WCID #800),105 NOTTINGHAM DR,,CARY,NC,27511-4914,(919) 656-7641,2020/12/09 05:00:00+00,Mobile Food Units,15110,-78.74148078,35.76748337,M
2027068,04092017460,THE MAC HOUSE,14460 167 FALLS OF NEUSE RD ,,RALEIGH,NC,27614,(919) 263-8116,2016/11/07 05:00:00+00,Restaurant,15059,0,0,U
2027069,04092300287,Agori International African Market,4701 Atlantic AVE ,Suite 111,RALEIGH,NC,27604,,2019/03/13 04:00:00+00,Meat Market,15116,-78.60292943,35.84801871,M
2027070,04092018688,McDonald's #32336,1001 MORRISVILLE CARPENTER RD ,,MORRISVILLE,NC,27560,(919) 460-7228,2021/08/03 04:00:00+00,Restaurant,15118,-78.84482154,35.81889798,M
2027071,04092014789,Coquette,4381-119 Lassiter At North Hills AVE ,,RALEIGH,NC,27609-5731,(919) 789-0606,2007/01/26 05:00:00+00,Restaurant,15120,-78.64424639,35.83822685,M
2027072,04092018145,Gamers Geekery & Tavern,107 EDINBURGH SOUTH DR,,CARY,NC,27511,,2019/07/26 04:00:00+00,Restaurant,15139,-78.79792507,35.7367619,M
2027073,04092030379,Baltic Bites (WCID #669),2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 810-2944,2018/09/19 04:00:00+00,Mobile Food Units,15133,-78.64171063,35.75324624,M
2027074,04092021564,LOWES FOODS #239 DELI,932 GATEWAY COMMONS CIR ,,WAKE FOREST,NC,27587,(919) 554-0537,2009/03/03 05:00:00+00,Food Stand,15145,-78.4951784,35.96732914,M
2027075,04092018484,Sinbad's Pizza & Seafood,3110  New Bern AVE ,Suite 114,RALEIGH,NC,27610,(919) 231-6456,2020/11/16 05:00:00+00,Restaurant,15152,-78.58674652,35.78850913,M
2027076,04092018487,Refuel #121 Wendell,2301  Wendell Falls PKY ,,WENDELL,NC,27591,(919) 365-8470,2020/11/17 05:00:00+00,Restaurant,15153,-78.43703685,35.78041556,M
2027077,04092015074,Pho2 Far East,4011-133 Capital  BLVD ,,RALEIGH,NC,27604,(919) 876-8621,2008/02/22 05:00:00+00,Restaurant,15154,-78.58250245,35.8353751,M
2027078,04092018291,Touchdown Sports Bar,3601 NEW BERN AVE,,RALEIGH,NC,27610,,2020/01/15 05:00:00+00,Restaurant,15172,-78.57987143,35.79679625,M
2027079,04092110536,Barton Pond Elementary School Cafeteria,12004 STRICKLAND RD,,RALEIGH,NC,27613,,2019/08/14 04:00:00+00,Public School Lunchrooms,15173,-78.69600963,35.90794959,M
2027080,04092013462,Paolo's,101 - 500 Keybridge St,,MORRISVILLE,NC,27560,(919) 678-9030,2001/11/26 05:00:00+00,Restaurant,15160,0,0,U
2027081,04092030386,Taqueria La Esquina (WCID #662),2901 US-64 HWY W ,,Apex,NC,27523,(919) 771-4596,2018/12/21 05:00:00+00,Mobile Food Units,15177,-78.90855303,35.7448418,M
2027082,04092018269,Norse Brewing Company,203 BROOKS ST,,WAKE FOREST,NC,27587,(919) 554-4555,2019/12/16 05:00:00+00,Restaurant,15171,-78.5085161,35.97750697,M
2027083,04092017529,MCDONALDS #30839,4431 New Bern Ave ,,RALEIGH,NC,27610,(919) 231-3242,2017/03/02 05:00:00+00,Restaurant,15188,-78.56000685,35.80046419,M
2027084,04092016600,LUGANO RISTORANTE,1060 DARRINGTON DR ,,CARY,NC,27513,(919) 468-7229,2014/01/21 05:00:00+00,Restaurant,15195,-78.81615412,35.79989381,M
2027085,04092018191,Burger Fi RDU,2400 JOHN BRANTLEY BLVD,,MORRISVILLE,NC,27560,,2019/10/01 04:00:00+00,Restaurant,15198,-78.78941437,35.8696795,M
2027086,04092030330,TORTAS Y TACOS EL JAROCHO (WCID #597),820 E WILLIAMS ST ,,APEX,NC,27539,(919) 210-6361,2017/04/28 04:00:00+00,Mobile Food Units,15200,-78.84679394,35.72230294,M
2027087,04092017751,Slices and Ices,1839 S Main ST ,,WAKE FOREST,NC,27587,(919) 453-1600,2017/11/28 05:00:00+00,Restaurant,15201,-78.52626448,35.95102854,M
2027088,04092016398,ACME PIZZA CO,204 Village Walk DR ,,HOLLY SPRINGS,NC,27540,(919) 552-8800,2013/04/08 04:00:00+00,Restaurant,15204,-78.83920922,35.63987917,M
2027089,04092021680,WOLF VILLAGE C-STORE,222 WOLF VILLAGE  WAY ,,RALEIGH,NC,27695,(919) 513-0580,2011/08/12 04:00:00+00,Food Stand,15206,0,0,U
2027090,04092015532,CRAZY FIRE MONGOLIAN GRILL,3611 SPRING FOREST RD ,STE. 100,RALEIGH,NC,27616,(919) 872-3575,2009/12/16 05:00:00+00,Restaurant,15211,-78.57981091,35.85591049,M
2027091,04092021567,HARRIS TEETER #367 DELI,14520 JOHN REX BLVD ,,RALEIGH,NC,27614,(919) 554-4167,2009/05/15 04:00:00+00,Food Stand,15213,-78.54281974,35.94700335,M
2027092,04092016443,JUSTICE CENTER CAFE,300 S SALISBURY ST ,,RALEIGH,NC,27601,(919) 831-9292,2013/06/11 04:00:00+00,Restaurant,15215,-78.6411193,35.77632989,M
2027093,04092016273,KUMBALA BAR & GRILL,3945 NEW BERN  AVE ,RALEIGH,RALEIGH,NC,27610,(919) 231-0335,2012/10/05 04:00:00+00,Restaurant,15218,-78.57014599,35.80045574,M
2027094,04092110501,Vernon Malone College & Career Academy Cafeteria,2200 S. Wilmington St.,,RALEIGH,NC,27603,(919) 856-8119 ext. 24768,2014/06/30 04:00:00+00,Public School Lunchrooms,15219,-78.64408147,35.75226593,M
2027095,04092025317,Northside Fish Market,2275 NEW HOPE CHURCH RD ,,RALEIGH,NC,27604,(919) 850-0891,2020/07/28 04:00:00+00,Food Stand,15222,-78.60062749,35.83624718,M
2027096,04092025322,Publix #1652 Seafood/Sushi,417 W PEACE ST,100,RALEIGH,NC,27603-5017,(919) 755-5444,2020/09/02 04:00:00+00,Food Stand,15223,-78.64490127,35.78789475,M
2027097,04092018740,Courtyard by Marriott Foodservice,5730 DILLARD DR,,CARY,NC,27518,(919) 816-9988,2021/11/22 05:00:00+00,Restaurant,15230,-78.74642936,35.7566369,M
2027098,04092018361,Alpaca Peruvian Charcoal Chicken,57 Cabela DR ,,GARNER,NC,27529,(919) 917-7600,2020/04/30 04:00:00+00,Restaurant,15255,-78.58553086,35.69877212,M
2027099,04092030478,Taqueria Universal (WCID #767),6708 ZEBULON RD,,WAKE FOREST,NC,27587,(984) 292-6823,2020/05/14 04:00:00+00,Mobile Food Units,15258,-78.42253438,35.94952821,M
2027100,04092021733,CARLIE C'S PRODUCE,4111 NEW BERN AVE ,,RALEIGH,NC,27610-1372,(919) 250-7876,2013/01/25 05:00:00+00,Food Stand,15261,-78.56526592,35.80114227,M
2027101,04092018461,Olive Garden,8115 Brier Creek Pkwy,,RALEIGH,NC,27617,(919) 406-0183,2020/10/07 04:00:00+00,Restaurant,15262,-78.78356454,35.90992734,M
2027102,04092025188,Redplate Catering @TKA,2161 S Wilmington ST ,,RALEIGH,NC,27601,(919) 332-1492,2018/06/21 04:00:00+00,Food Stand,15256,-78.64171063,35.75324624,M
2027103,04092030468,Big Easy Rouler (WCID #757),231 GRANDE HEIGHTS DR,,CARY,NC,27513-3925,(919) 810-8606,2020/03/02 05:00:00+00,Mobile Food Units,15264,-78.7805746,35.804703,M
2027104,04092021549,HARRIS TEETER #257 MEAT/SEAFOOD,2080 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 233-9483,2008/09/19 04:00:00+00,Food Stand,15267,-78.78068669,35.73567522,M
2027105,04092017567,CITY BARBEQUE #43,9424 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 847-4306,2017/03/21 04:00:00+00,Restaurant,15271,-78.60286042,35.90143714,M
2027106,04092018702,Bottle Theory,3675 GREEN LEVEL WEST RD,101,APEX,NC,27523,,2021/08/28 04:00:00+00,Restaurant,15276,-78.90547024,35.77733113,M
2027107,04092160057,MORNINGSIDE ASSISTED LIVING KITCHEN,801 DIXIE TRL ,,RALEIGH,NC,27607,(919) 828-5557,2006/08/16 04:00:00+00,Institutional Food Service,15280,-78.67718508,35.80049393,M
2027108,04092016279,GUASACA AREPA & SALSA GRILL,4025 LAKE BOONE TRL ,#107,RALEIGH,NC,27607,(919) 322-4928,2012/10/16 04:00:00+00,Restaurant,15288,-78.69709804,35.81457389,M
2027109,04092018517,First Watch 619 Apex,1280 W WILLIAMS ST,,APEX,NC,27502,(919) 380-6653,2021/01/10 05:00:00+00,Restaurant,15292,-78.87327975,35.74703535,M
2027110,04092021635,INTERNATIONAL FOODS DELI,421 CHAPANOKE RD ,STE 140,RALEIGH,NC,27603,(919) 662-5428,2010/12/01 05:00:00+00,Food Stand,15299,-78.65333581,35.73464573,M
2027111,04092017958,Johnny's Pizza #3,13654 Capital BLVD ,Suite 100,WAKE FOREST,NC,27587,(919) 556-0550,2018/10/03 04:00:00+00,Restaurant,15306,-78.51867461,36.00548951,M
2027112,04092018685,McDonald's #3452,3810 Lake Boone TRL ,,RALEIGH,NC,27607-2927,(919) 781-0504,2021/08/02 04:00:00+00,Restaurant,15311,-78.69425696,35.81614942,M
2027113,04092160090,The Rosewood Kitchen at Cypress of Raleigh,8710 Cypress Club DR ,,RALEIGH,NC,27615,(919) 518-8929,2020/10/23 04:00:00+00,Institutional Food Service,15312,-78.66056363,35.90013964,M
2027114,04092015687,Mami's Latin Style Rotisserie Chicken,2401 WAKE FOREST  RD ,,RALEIGH,NC,27608,(919) 834-8572,2010/08/02 04:00:00+00,Restaurant,15314,-78.6271485,35.81373825,M
2027115,04092015287,SHEETZ #416,1406 N ARENDELL AVE ,,ZEBULON,NC,27597,(919) 404-2347,2008/11/14 05:00:00+00,Restaurant,15324,-78.32477095,35.83963158,M
